pub_id,doi,isbn,doc_type,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher
575,10.29173/jchla29434,NA,Article,2021,Beyond traditional library spaces: the practicalities of closing hospital libraries and opening a virtual library,Journal of the Canadian Health Libraries Association/Journal de l …,42,1,NA,NA,NA,NA,NA,NA
576,10.1300/J115v25n01_06,NA,Article,2006,Current awareness in the new millennium: RSS,Medical Reference Services Quarterly,25,1,59-69,NA,NA,NA,NA,NA
577,10.1108/RSR-04-2015-0024,NA,Article,2015,Digging deeper into virtual reference transcripts,Reference Services Review,43,4,656-672,NA,NA,NA,NA,NA
578,10.3390/app11083712,NA,Scoping Review,2021,Haptic-Enabled Hand Rehabilitation in Stroke Patients: A Scoping Review,Applied Sciences,11,8,NA,NA,NA,NA,NA,NA
579,NA,NA,Conference Presentation,2014,Literature Search Service: A Decade in the Life of an Academic Service,Canadian Health Libraries Association Annual Conference,NA,NA,NA,NA,NA,NA,NA,NA
580,10.1007/s40596-015-0419-5,NA,Article,2015,The University of Manitoba Psychiatry Toolkit: Development and Evaluation,Academic Psychiatry,40,NA,1-4,NA,NA,NA,NA,NA
581,10.29173/jchla29509,NA,Review,2020,Asana (Product Review),Journal of the Canadian Health Libraries Association/Journal de l …,41,3,NA,NA,NA,NA,NA,NA
582,10.5596/c15-011,NA,Book Review,2015,Book Review of How to Teach: A Practical Guide for Librarians,Journal of the Canadian Health Libraries Association/Journal de l …,36,2,64,NA,NA,NA,NA,NA
583,10.1177/2055207622107692,NA,Article,2022,COVID-19 infodemic and digital health literacy in vulnerable populations: A scoping review,DIGITAL HEALTH,NA,NA,NA,NA,NA,NA,NA,NA
584,10.1016/j.ijmedinf.2021.104408,NA,Article,2021,Digital health technology for Indigenous older adults: A scoping review,International Journal of Medical Informatics,148,NA,NA,NA,NA,NA,NA,NA
585,10.26355/eurrev_202104_25751,NA,Article,2021,Digital health technology for remote care in response to the COVID-19 pandemic: a scoping review,European Review for Medical and Pharmacological Sciences,25,8,3386-3394,NA,NA,NA,NA,NA
586,NA,NA,Conference Poster,2015,"Do you really"" like"": it?: evaluating social media use to provide a current awareness service",NA,NA,NA,NA,NA,NA,NA,NA,NA
587,10.21203/rs.3.rs-927138/v1,NA,Article,2021,Evaluating Healthcare Governance Policies: A Scoping Review Protocol,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,10.1186/s13643-020-01564-7,NA,Article,2021,Expanding enhanced recovery protocols for cardiac surgery to include the patient voice: a scoping review protocol,Systematic reviews,10,22,NA,NA,NA,NA,NA,NA
589,10.1016/j.jtcvs.2021.11.052,NA,Article,2021,Patient and caregiver preferences and prioritized outcomes for cardiac surgery: A scoping review and consultation workshop,The Journal of thoracic and cardiovascular surgery,NA,NA,NA,NA,NA,NA,NA,NA
590,10.1186/s40900-022-00361-x,NA,Article,2022,Protocol for a scoping review to map patient engagement in scoping reviews,Research Involvement and Engagement,8,27,1-8,NA,NA,NA,NA,NA
591,NA,NA,Conference Poster,2022,The Expanding Role of Academic Librarians in Supporting Researcher Profile Management Tools,Ontario Libraries Association,NA,NA,NA,NA,NA,NA,NA,NA
592,10.1145/3460881.3460915,NA,Conference Poster,2021,Users' Perspectives on Haptic Technology Use in Hand Rehabilitation,ACM,NA,NA,NA,NA,NA,NA,NA,NA
593,10.5596/c14-021,NA,Article,2014,Where do you want to meet? Assessment and evaluation of virtual meeting software,Journal of the Canadian Health Libraries Association/Journal de l …,35,2,64-67,NA,NA,NA,NA,NA
594,10.5195/jmla.2019.519,NA,Review,2019,A failed attempt at developing a search filter for systematic review methodology articles in Ovid Embase,Journal of the Medical Library Association,107,2,203-209,NA,NA,NA,NA,NA
595,10.1186/s13643-018-0879-2,NA,Review,2018,A review protocol on research partnerships: a Coordinated Multicenter Team approach,Systematic Reviews,8,NA,NA,NA,NA,NA,NA,NA
596,10.1111/hir.12367,NA,Review,2021,Adoption of peer review of literature search strategies in knowledge synthesis from 2009 to 2018: An overview,Health Information and Libraries Journal,30,3,881-890,NA,NA,NA,NA,NA
597,10.1186/s13063-018-2934-7,NA,Review,2018,"Considerations for adaptive design in pediatric clinical trials: study protocol for a systematic review, mixed-methods study, and integrated knowledge translation plan",Trials,41,6,NA,NA,NA,NA,NA,NA
598,10.1136/emermed-2015-205637,NA,Review,2017,Dietary sugars versus glucose tablets for first-aid treatment of symptomatic hypoglycaemia in awake patients with diabetes: a systematic review and meta-analysis,Emergency Medicine Journal,5,1,NA,NA,NA,NA,NA,NA
599,10.1136/bmjopen-2016-013775,NA,Review,2018,Effectiveness of evidence-based treatments of fetal alcohol spectrum disorders in children and adolescents: a systematic review protocol,BMJ Open,5,1,NA,NA,NA,NA,NA,NA
600,10.1016/j.tmrv.2019.10.001,NA,Review,2020,Efficacy and Safety of Tranexamic Acid in Major Non-Cardiac Surgeries at High Risk for Transfusion: A Systematic Review and Meta-Analysis,Transfusion Medicine Reviews,43,4,337-345,NA,NA,NA,NA,NA
601,10.1001/jamanetworkopen.2018.0156,NA,Article,2018,Publication of Randomized Clinical Trials in Pediatric Research,JAMA Network Open,8,NA,NA,NA,NA,NA,NA,NA
602,10.1371/journal.pone.0234702,NA,Review,2020,Seasonal influenza vaccination in older people: A systematic review and meta-analysis of the determining factors,PLoS ONE,30,3,881-890,NA,NA,NA,NA,NA
603,10.1016/j.jcjd.2020.05.009,NA,Review,2020,"Self-Compassion, Adaptive Reactions and Health Behaviours Among Adults With Prediabetes and Type 1, Type 2 and Gestational Diabetes: A Scoping Review",Canadian Journal of Diabetes,30,3,881-890,NA,NA,NA,NA,NA
604,10.1111/aogs.14079,NA,Review,2021,Sociodemographic and health-related determinants of seasonal influenza vaccination in pregnancy: A systematic review and meta-analysis of the evidence since 2000,Acta Obstetricia et Gynecologica Scandinavica,30,3,881-890,NA,NA,NA,NA,NA
605,10.14309/ajg.0000000000000155,NA,Review,2019,The Efficacy of Split-Dose Bowel Preparations for Polyp Detection: A Systematic Review and Meta-Analysis,American Journal of Gastroenterology,43,4,337-345,NA,NA,NA,NA,NA
606,10.1007/s12630-018-1143-x,NA,Review,2018,The impact of hyperoxia on outcomes after cardiac surgery: a systematic review and narrative synthesis,CANADIAN JOURNAL OF ANESTHESIA-JOURNAL CANADIEN D ANESTHESIE,5,1,NA,NA,NA,NA,NA,NA
607,10.1017/cjn.2018.394,NA,Review,2019,Vitamins and Minerals for Migraine Prophylaxis: A Systematic Review and Meta-analysis,Canadian Journal of Neurological Sciences,76,6,771-795,NA,NA,NA,NA,NA
608,10.4236/jss.2020.87007,NA,Article,2020,"Digital Deceit: Fake News, Artificial Intelligence, and Censorship in Educational Research",Open Journal of Social Sciences,8,7,71,NA,NA,NA,NA,NA
609,NA,NA,Report,2018,Libraries' Support Services for Indigenous Research & Scholarship at the University of Manitoba,University of Manitoba,NA,NA,NA,NA,NA,NA,NA,NA
610,NA,NA,Book Review,2020,Developing and Maintaining Practical Archives: A How-To-Do-It Manual. 3d ed.,Library Journal,30,3,881-890,NA,NA,NA,NA,NA
611,10.1016/j.acalib.2019.01.007,NA,Article,2019,"Geography, the Academy and Libraries",Journal of Academic Librarianship,43,4,337-345,NA,NA,NA,NA,NA
612,10.1007/s12630-018-1217-9,NA,Review,2018,Point-of-care viscoelastic hemostatic testing in cardiac surgery patients: a systematic review and meta-analysis,CANADIAN JOURNAL OF ANESTHESIA-JOURNAL CANADIEN D ANESTHESIE,41,6,1379-1386,NA,NA,NA,NA,NA
613,10.1093/schbul/sbv016,NA,Article,2015,A systematic review of the effect of early interventions for psychosis on the usage of inpatient services,Schizophrenia bulletin,41,6,1379-1386,NA,NA,NA,NA,NA
614,10.1136/annrheumdis-2019-eular.6404,NA,Article,2019,AB0452 SYSTEMATIC REVIEW OF GUIDELINES ON THE USE OF METHOTREXATE IN RHEUMATOID ARTHRITIS,Annals of the Rheumatic Diseases,78,2,NA,NA,NA,NA,NA,NA
615,10.3389/fonc.2018.00519,NA,Article,2018,Anesthesia for awake craniotomy for brain tumors in an intraoperative MRI suite: challenges and evidence,Frontiers in Oncology,8,NA,NA,NA,NA,NA,NA,NA
616,10.1093/ptj/pzab155,NA,Article,2021,Apparent discordance between the epidemiology of COVID-19 and recommended outcomes and treatments: a scoping review,Physical therapy,101,11,NA,NA,NA,NA,NA,NA
617,10.21203/rs.3.rs-632281/v1,NA,Article,2021,Dialectical Behavior Therapy Skills Training as a Standalone Therapy: a Scoping Review Protocol,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,10.1111/sms.12904,NA,Review,2018,Effect of an acute exercise bout on immediate post-exercise irisin concentration in adults: A meta-analysis,Scandinavian Journal of Medicine & Science in Sports,28,1,16-28,NA,NA,NA,NA,NA
619,10.1136/annrheumdis-2020-eular.1544,NA,Article,2020,FRI0064 SAFETY OF LOW DOSE METHOTREXATE (MTX) AND TUBERCULOSIS (TB),Annals of the Rheumatic Diseases,79,1,NA,NA,NA,NA,NA,NA
620,10.1089/neu.2015.4292,NA,Article,2016,Health-related quality of life after pediatric mild traumatic brain injury/concussion: a systematic review,Journal of neurotrauma,33,17,1561-1568,NA,NA,NA,NA,NA
621,10.1186/s13643-017-0593-5,NA,NA,2017,High-flow oxygen via nasal cannulae in patients with acute hypoxemic respiratory failure: a systematic review and meta-analysis,Systematic reviews,6,NA,NA,NA,NA,NA,NA,NA
622,10.2196/jmir.9701,NA,Article,2018,Identifying information needs for Hirschsprung disease through caregiver involvement via social media: a prioritization study and literature review,Journal of medical Internet research,20,12,NA,NA,NA,NA,NA,NA
623,10.2196/25501,NA,NA,2020,Impact of telemedicine use by oncology physicians on the patient and informal caregiver experience of receiving care: protocol for a scoping review in the context of COVID-19,JMIR research protocols,9,12,NA,NA,NA,NA,NA,NA
624,10.1111/tmi.13288,NA,Article,2019,Methotrexate exposure and risk of strongyloidiasis,Tropical Medicine & International Health,24,9,1032-1041,NA,NA,NA,NA,NA
625,10.1136/annrheumdis-2020-eular.2968,NA,Article,2021,Safety of Low Dose Methotrexate (MTX) in Human Immunodeficiency Virus (HIV) Infection,JOURNAL OF RHEUMATOLOGY,79,1,NA,NA,NA,NA,NA,NA
626,10.1007/s10067-020-05363-2,NA,Review,2021,Systematic review of recommendations on the use of methotrexate in rheumatoid arthritis,Clinical Rheumatology,40,4,1259-1271,NA,NA,NA,NA,NA
627,10.3389/fonc.2018.00434,NA,NA,2018,The role of intraoperative MRI in awake neurosurgical procedures: a systematic review,Frontiers in oncology,8,NA,NA,NA,NA,NA,NA,NA
628,10.23736/S1973-9087.19.05605-3,NA,Article,2019,Upper limb tendon/muscle vibration in persons with subacute and chronic stroke: a systematic review and meta-analysis.,European Journal of Physical and Rehabilitation Medicine,55,5,558-569,NA,NA,NA,NA,NA
629,NA,NA,Article,2017,The potential and readiness of Tallinn University to establish massive open online courses (MOOCs),Qualitative and Quantitative Methods in Libraries,NA,NA,NA,NA,NA,NA,NA,NA
630,10.1002/jrsm.1272,NA,Article,2018,A scoping approach to systematically review published reviews: Adaptations and recommendations,Research Synthesis Methods,9,1,116-123,NA,NA,NA,NA,NA
631,10.1093/ntr/nty269,NA,NA,2020,"A scoping review of foci, trends, and gaps in reviews of tobacco control research",Nicotine and Tobacco Research,22,5,599-612,NA,NA,NA,NA,NA
632,10.1136/bmjopen-2014-006643,NA,Article,2015,A scoping review protocol to map the research foci trends in tobacco control over the last decade,BMJ open,5,1,NA,NA,NA,NA,NA,NA
633,10.1111/ipd.12776,NA,Article,2021,A systematic review to inform the development of a Canadian caries risk assessment tool for use by primary healthcare providers,International Journal of Paediatric Dentistry,31,6,NA,NA,NA,NA,NA,NA
634,10.1016/j.jaip.2020.10.046,NA,Article,2021,"Adult and pediatric food allergy to chickpea, pea, lentil, and Lupine: a scoping review",The Journal of Allergy and Clinical Immunology: In Practice,9,1,290-301,NA,NA,NA,NA,NA
635,10.1016/j.lungcan.2016.07.016,NA,Article,2016,Chemoradiotherapy versus radiotherapy alone in elderly patients with stage III non-small cell lung cancer: a systematic review and meta-analysis,Lung Cancer,99,NA,180-185,NA,NA,NA,NA,NA
636,10.1177/08901171211050059,NA,Article,2022,Informing the Physical Activity Evaluation Framework: A Scoping Review of Reviews,American Journal of Health Promotion,36,2,340-366,NA,NA,NA,NA,NA
637,10.1016/j.mhp.2019.200165,NA,Article,2019,Interventions aimed at reducing poverty for primary prevention of mental illness: A scoping review,Mental Health & Prevention,15,4,NA,NA,NA,NA,NA,NA
638,10.1097/ID.0000000000000837,NA,Article,2019,Maintenance of implant patients: a narrative review,Implant Dentistry,28,2,161-172,NA,NA,NA,NA,NA
639,10.2196/resprot.4240,NA,Article,2015,Mapping a decade of physical activity interventions for primary prevention: a protocol for a scoping review of reviews,JMIR research protocols,4,3,NA,NA,NA,NA,NA,NA
640,10.1016/j.ypmed.2016.02.022,NA,Article,2016,Mapping interventions that promote mental health in the general population: a scoping review of reviews,Preventive medicine,87,NA,NA,NA,NA,NA,NA,NA
641,10.1177/2050312118822910,NA,Article,2019,"Physical activity promotion in Manitoba: Strengths, needs, and moving forward",SAGE Open Medicine,7,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,Conference Presentation,2018,Reviving & Revising Reference Statistics: Piloting an Online Collection System at the University of Manitoba,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,Article,2014,Scoping a decade of tobacco dependence research: where have we been and where can we go?,EUROPEAN JOURNAL OF CANCER CARE,NA,NA,NA,NA,NA,NA,NA,NA
644,10.1055/s-0037-1618578,NA,Article,2018,Treatment outcomes for right-sided endocarditis in intravenous drug users: a systematic review and analysis of outcomes in a tertiary centre,The Thoracic and cardiovascular surgeon,66,7,552-562,NA,NA,NA,NA,NA
645,NA,NA,Article,2016,A human-made flood: When the umbilical cord to water and life becomes inimical to health,International Journal of Circumpolar Health–Proceedings. Oxon: Taylor …,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,NA,Article,2017,A new tool for collection assessment: One library's response to the calls to action issued by canada's truth and reconciliation commission,Collection Management,42,3-4,256-279,NA,NA,NA,NA,NA
647,10.3402/ijch.v74.27509,NA,Article,2015,A scoping review of Indigenous suicide prevention in circumpolar regions,International journal of circumpolar health,74,1,NA,NA,NA,NA,NA,NA
648,10.1016/j.socscimed.2019.112495,NA,Article,2019,Access to cancer care among Indigenous peoples in Canada: A scoping review,Social science & medicine,238,NA,NA,NA,NA,NA,NA,NA
649,10.1017/cjn.2020.178,NA,Article,2021,Bleomycin for Head and Neck Venolymphatic Malformations: A Systematic Review,Canadian Journal of Neurological Sciences,48,3,365-371,NA,NA,NA,NA,NA
650,10.1177/1591019920972514,NA,Article,2021,Bleomycin for orbital and peri-orbital veno-lymphatic malformations–A systematic review,Interventional Neuroradiology,27,2,291-297,NA,NA,NA,NA,NA
651,10.1186/s12885-019-6296-7,NA,Article,2019,"Cancer incidence, stage at diagnosis and outcomes among Manitoba First Nations people living on and off reserve: a retrospective population-based analysis",Canadian Medical Association Open Access Journal,19,1,1-10,NA,NA,NA,NA,NA
652,10.1186/s13643-020-01503-6,NA,Article,2020,Elevating the uses of storytelling approaches within Indigenous health research: a critical and participatory scoping review protocol involving Indigenous people and settlers,Systematic reviews,9,1,1-9,NA,NA,NA,NA,NA
653,10.25071/2291-5796.94,NA,Article,2021,Etuaptmumk (Two-Eyed Seeing) and ethical space: Ways to disrupt health researchers’ colonial attraction to a singular biomedical worldview,Witness: The Canadian Journal of Critical Nursing Discourse,3,1,57-72,NA,NA,NA,NA,NA
654,10.1101/2022.04.18.22273999,NA,Article,2022,Examining the experiences of Indigenous families seeking health information for their sick or injured child: a scoping review protocol,medRxiv,NA,NA,NA,NA,NA,NA,NA,NA
655,10.1186/s13643-022-02014-2,NA,Article,2021,Impact On Mental Health and Wellbeing in Indigenous Communities Due To Land Loss Resulting From Industrial Resource Development: Protocol for a Systematic Review,NA,11,1,1-7,NA,NA,NA,NA,NA
656,NA,NA,Report,2018,Libraries' Support Services for Indigenous Research & Scholarship at the University of Manitoba,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,NA,NA,Report,2017,Neil John Maclean Health Sciences Library collection development response to the TRC Calls to Action related to health,"University of Manitoba, Neil John Maclean Health Sciences Library",NA,NA,NA,NA,NA,NA,NA,NA
658,10.3402/ijch.v71i0.18698,NA,Article,2012,Obesity studies in the circumpolar Inuit: a scoping review,International Journal of Circumpolar Health,71,1,NA,NA,NA,NA,NA,NA
659,10.1017/cjn.2022.209,NA,Article,2022,P. 117 Initial imaging predicts mortality in severe traumatic brain injuries in pediatric population-a systematic review and meta-analysis,Canadian Journal of Neurological Sciences,49,NA,NA,NA,NA,NA,NA,NA
660,10.3402/ijch.v75.31470,NA,NA,2016,Performance indicators for maternity care in a circumpolar context: a scoping review,International Journal of Circumpolar Health,75,1,NA,NA,NA,NA,NA,NA
661,10.1136/bmjopen-2020-039246,NA,Article,2021,Protocol for a systematic review of living labs in healthcare,BMJ open,11,2,NA,NA,NA,NA,NA,NA
662,NA,NA,Conference Poster,2010,PROVIDING LIBRARY SERVICES TO CONTRIBUTE TO CAPACITY-BUILDING AND KNOWLEDGE TRANSLATION IN THE CANADIAN NORTH,INTERNATIONAL JOURNAL OF CIRCUMPOLAR HEALTH,NA,NA,NA,NA,NA,NA,NA,NA
